id,date,process,pending,approved
6914,28-07-2025,"Amazon - HYD",0,2
6915,28-07-2025,"MMT FILLER",0,13
6916,28-07-2025,"MMT Flight",0,33
7026,28-07-2025,Adani,0,21
7027,28-07-2025,"GoQii-Inbound	",0,3
7028,28-07-2025,GoQii-Outbound,0,2
7029,28-07-2025,"HDFC PERSISTENCY",0,15
7030,28-07-2025,"I-Pru Mumbai ",0,37
7031,28-07-2025,"IDFC Cross Sale",0,190
7032,28-07-2025,"IDFC Digi Sales",0,11
7033,28-07-2025,Jio-Insure,0,15
7034,28-07-2025,"L&T SME",0,10
7035,28-07-2025,"L&T Services-Mumbai",0,30
7036,28-07-2025,MGL,0,25
7037,28-07-2025,"Nayara Mumbai",0,10
7038,28-07-2025,"Reliance Nippon",0,62
7040,28-07-2025,"Yes Bank",0,84
7047,28-07-2025,VD2H-HYD,0,18
7048,28-07-2025,"DISH IB-HYD",0,2
7052,28-07-2025,"DISH TV-OB",0,123
7054,28-07-2025,VD2H-OB,0,38
7055,28-07-2025,BSES-NOIDA,0,1
7056,28-07-2025,PSPCL,0,165
7059,26-07-2025,"Muthoot Finance",0,1
7062,27-07-2025,"Muthoot Finance",0,1
7064,28-07-2025,Mpokket,0,1
7065,28-07-2025,"Muthoot Finance",0,1
7067,29-07-2025,Mpokket,0,1
7068,29-07-2025,"Muthoot Finance",0,1
7069,29-07-2025,Unknown,0,122
7184,29-07-2025,Adani,0,21
7185,29-07-2025,"GoQii-Inbound	",0,3
7186,29-07-2025,GoQii-Outbound,0,2
7187,29-07-2025,"HDFC PERSISTENCY",0,14
7188,29-07-2025,"I-Pru Mumbai ",0,42
7189,29-07-2025,"IDFC Cross Sale",0,187
7190,29-07-2025,"IDFC Digi Sales",0,12
7191,29-07-2025,Jio-Insure,0,11
7192,29-07-2025,"L&T SME",0,11
7193,29-07-2025,"L&T Services-Mumbai",0,31
7194,29-07-2025,MGL,0,24
7195,29-07-2025,"Nayara Mumbai",0,12
7196,29-07-2025,"Reliance Nippon",0,55
7198,29-07-2025,"Yes Bank",0,90
7199,28-07-2025,"Paytm Bank Noida",0,21
7201,29-07-2025,"Paytm Bank Noida",0,24
7203,29-07-2025,"MMT FILLER",0,11
7204,29-07-2025,"MMT Flight",0,28
7208,28-07-2025,ZET,0,21
7211,29-07-2025,ZET,0,23
7212,28-07-2025,"Aakash Institue",0,34
7214,29-07-2025,"Aakash Institue",0,41
7216,28-07-2025,EDCIL,0,3
7217,28-07-2025,MEITY,0,1
7218,28-07-2025,"Poshan Helpline",0,39
7219,28-07-2025,"Poshan Helpline-Hyd",0,24
7220,28-07-2025,"S C JOHNSON",0,1
7222,29-07-2025,EDCIL,0,3
7223,29-07-2025,MEITY,0,2
7224,29-07-2025,"Poshan Helpline",0,38
7225,29-07-2025,"Poshan Helpline-Hyd",0,24
7226,29-07-2025,"S C JOHNSON",0,1
7232,29-07-2025,"DISH IB-HYD",0,1
7261,29-07-2025,VD2H-HYD,0,18
7283,26-07-2025,"Dish TV-IB",0,7
7284,26-07-2025,UNICEF,0,16
7286,26-07-2025,VIDEOCON,0,3
7288,27-07-2025,"Dish TV-IB",0,7
7290,27-07-2025,VIDEOCON,0,4
7292,28-07-2025,"Dish TV-IB",0,8
7293,28-07-2025,UNICEF,0,17
7295,28-07-2025,VIDEOCON,0,3
7296,29-07-2025,"Dish TV-Backend",0,15
7297,29-07-2025,"Dish TV-IB",0,8
7298,29-07-2025,UNICEF,0,17
7300,29-07-2025,VIDEOCON,0,3
7301,30-07-2025,"DISH TV-OB",0,133
7302,30-07-2025,Unknown,0,122
7303,30-07-2025,VD2H-OB,0,42
7304,30-07-2025,BSES-NOIDA,0,1
7305,30-07-2025,PSPCL,0,26
7322,25-07-2025,"Bharat Pay",0,2
7323,25-07-2025,GS-1,0,11
7327,26-07-2025,"Bharat Pay",0,2
7328,26-07-2025,GS-1,0,11
7332,27-07-2025,"Bharat Pay",0,2
7333,28-07-2025,"Bharat Pay",0,2
7334,28-07-2025,GS-1,0,10
7335,28-07-2025,NHA,0,1
7338,29-07-2025,"Bharat Pay",0,2
7339,29-07-2025,GS-1,0,11
7340,29-07-2025,NHA,0,1
7341,29-07-2025,"SBI Card",0,1
7343,30-07-2025,"Bharat Pay",0,2
7344,30-07-2025,GS-1,0,11
7345,30-07-2025,NHA,0,1
7346,30-07-2025,"SBI Card",0,2
7348,25-07-2025,"Paytm Bank Mysore",0,24
7350,26-07-2025,"Paytm Bank Mysore",0,24
7352,27-07-2025,"Paytm Bank Mysore",0,21
7354,28-07-2025,"Paytm Bank Mysore",0,26
7356,29-07-2025,"Paytm Bank Mysore",0,24
7358,30-07-2025,"Paytm Bank Mysore",0,25
7372,25-07-2025,RBI-Bhubaneswar,0,9
7373,25-07-2025,RBI-Chandigarh,0,31
7374,25-07-2025,RBI-Kochi,0,7
7376,26-07-2025,RBI-Bhubaneswar,0,9
7377,26-07-2025,RBI-Chandigarh,0,31
7378,26-07-2025,RBI-Kochi,0,7
7380,28-07-2025,RBI-Bhubaneswar,0,9
7381,28-07-2025,RBI-Chandigarh,0,33
7382,28-07-2025,RBI-Kochi,0,7
7384,29-07-2025,RBI-Bhubaneswar,0,10
7385,29-07-2025,RBI-Chandigarh,0,32
7386,29-07-2025,RBI-Kochi,0,6
7388,30-07-2025,RBI-Bhubaneswar,0,9
7389,30-07-2025,RBI-Chandigarh,0,31
7390,30-07-2025,RBI-Kochi,0,7
7406,29-07-2025,Qurex,0,5
7408,30-07-2025,"Dish TV-Backend",0,15
7409,30-07-2025,Qurex,0,4
7413,29-07-2025,MOT,0,59
7415,30-07-2025,MOT,0,58
7523,30-07-2025,Adani,0,20
7524,30-07-2025,"GoQii-Inbound	",0,3
7525,30-07-2025,GoQii-Outbound,0,2
7526,30-07-2025,"HDFC PERSISTENCY",0,17
7527,30-07-2025,"IDFC Cross Sale",0,196
7528,30-07-2025,"IDFC Digi Sales",0,12
7529,30-07-2025,Jio-Insure,0,16
7530,30-07-2025,"L&T SME",0,11
7531,30-07-2025,"L&T Services-Mumbai",0,31
7532,30-07-2025,MGL,0,25
7533,30-07-2025,"Nayara Mumbai",0,12
7535,30-07-2025,"Yes Bank",0,87
7536,29-07-2025,PVVNL,0,217
7537,29-07-2025,UGVCL,0,28
7539,30-07-2025,PVVNL,0,219
7540,30-07-2025,UGVCL,0,25
7542,28-07-2025,"Max life-SDPL",0,81
7544,29-07-2025,"Max life-SDPL",0,80
7546,30-07-2025,"Max life-SDPL",0,78
7570,30-07-2025,Mpokket,0,2
7572,30-07-2025,ZET,0,23
7589,30-07-2025,"Aakash Institue",0,47
7637,30-07-2025,EDCIL,0,3
7638,30-07-2025,MEITY,0,2
7639,30-07-2025,"Poshan Helpline",0,36
7640,30-07-2025,"Poshan Helpline-Hyd",0,24
7641,30-07-2025,"S C JOHNSON",0,1
7673,29-07-2025,"Bajaj Allianz-Noida",0,66
7675,30-07-2025,"Bajaj Allianz-Noida",0,65
7689,29-07-2025,DATIK,0,3
7690,29-07-2025,IDFC-NOIDA,0,10
7691,30-07-2025,DATIK,0,3
7692,30-07-2025,IDFC-NOIDA,0,10
7706,29-07-2025,"Namma yatri-Bengaluru",0,7
7708,30-07-2025,"Namma yatri-Bengaluru",0,8
7728,29-07-2025,"E Saras",0,2
7729,29-07-2025,"Jindal Steel LTD",0,3
7732,30-07-2025,"E Saras",0,2
7733,30-07-2025,"Jindal Steel LTD",0,4
7743,29-07-2025,"Namma yatri-Chennai",0,2
7744,30-07-2025,"Namma yatri-Chennai",0,3
7751,29-07-2025,"Amazon - HYD",0,2
7752,30-07-2025,"Amazon - HYD",0,2
7753,30-07-2025,"DISH IB-HYD",0,2
7761,30-07-2025,VD2H-HYD,0,1
7783,28-07-2025,"GO NOISE",0,48
7787,29-07-2025,"GO NOISE",0,52
7791,30-07-2025,"GO NOISE",0,55
7816,28-07-2025,TANGEDCO,0,91
7818,28-07-2025,"VD2H IB-Chennai",0,27
7819,29-07-2025,TANGEDCO,0,90
7821,29-07-2025,"VD2H IB-Chennai",0,28
7822,30-07-2025,TANGEDCO,0,93
7824,30-07-2025,"VD2H IB-Chennai",0,33
7839,29-07-2025,"DISH TV-OB",0,128
7841,29-07-2025,VD2H-OB,0,37
7845,29-07-2025,BSES-NOIDA,0,1
7846,29-07-2025,PSPCL,0,161
7870,30-07-2025,"Muthoot Finance",0,239
7872,31-07-2025,Mpokket,0,2
7873,31-07-2025,"Muthoot Finance",0,241
7874,31-07-2025,Unknown,0,121
7891,31-07-2025,"Bajaj Allianz-Noida",0,66
7895,31-07-2025,DATIK,0,3
7896,31-07-2025,IDFC-NOIDA,0,10
7913,31-07-2025,"Namma yatri-Bengaluru",0,7
7926,31-07-2025,"E Saras",0,2
7927,31-07-2025,"Jindal Steel LTD",0,4
7928,31-07-2025,"S C JOHNSON",0,1
7938,31-07-2025,"Namma yatri-Chennai",0,3
7946,31-07-2025,"Amazon - HYD",0,2
7947,30-07-2025,"MMT FILLER",0,12
7948,30-07-2025,"MMT Flight",0,31
7950,31-07-2025,"MMT FILLER",0,11
7951,31-07-2025,"MMT Flight",0,31
7953,30-07-2025,"Paytm Bank Noida",0,20
7954,31-07-2025,"Paytm Bank Noida",0,19
8052,30-07-2025,"I-Pru Mumbai ",0,40
8062,31-07-2025,Adani,0,20
8063,31-07-2025,"GoQii-Inbound	",0,3
8064,31-07-2025,GoQii-Outbound,0,2
8065,31-07-2025,"HDFC PERSISTENCY",0,17
8066,31-07-2025,"I-Pru Mumbai ",0,41
8067,31-07-2025,"IDFC Cross Sale",0,196
8068,31-07-2025,"IDFC Digi Sales",0,12
8069,31-07-2025,Jio-Insure,0,17
8070,31-07-2025,"L&T SME",0,11
8071,31-07-2025,"L&T Services-Mumbai",0,30
8072,31-07-2025,MGL,0,25
8073,31-07-2025,"Nayara Mumbai",0,12
8075,31-07-2025,"Yes Bank",0,86
8204,31-07-2025,"Bharat Pay",0,2
8205,31-07-2025,GS-1,0,10
8206,31-07-2025,"Max life-SDPL",0,78
8207,31-07-2025,NHA,0,1
8208,31-07-2025,"SBI Card",0,47
8210,31-07-2025,"Paytm Bank Mysore",0,25
8212,31-07-2025,RBI-Bhubaneswar,0,10
8213,31-07-2025,RBI-Chandigarh,0,31
8214,31-07-2025,RBI-Kochi,0,7
8243,31-07-2025,"GO NOISE",0,52
8272,31-07-2025,TANGEDCO,0,103
8274,31-07-2025,"VD2H IB-Chennai",0,2
8287,31-07-2025,"Dish TV-Backend",0,16
8288,31-07-2025,"Dish TV-IB",0,8
8289,31-07-2025,UNICEF,0,17
8291,31-07-2025,VIDEOCON,0,4
8292,23-07-2025,DIC,0,21
8293,24-07-2025,DIC,0,19
8294,25-07-2025,DIC,0,21
8295,26-07-2025,DIC,0,18
8296,27-07-2025,DIC,0,19
8297,28-07-2025,DIC,0,19
8298,29-07-2025,DIC,0,19
8299,30-07-2025,DIC,0,18
8300,31-07-2025,DIC,0,19
8304,28-07-2025,TPDDL,0,79
8306,29-07-2025,TPDDL,0,78
8308,30-07-2025,TPDDL,0,75
8310,31-07-2025,TPDDL,0,80
8331,31-07-2025,ZET,0,22
8344,31-07-2025,"Aakash Institue",0,42
8353,31-07-2025,EDCIL,0,3
8354,31-07-2025,MEITY,0,1
8355,31-07-2025,NHDC,0,1
8356,31-07-2025,"Poshan Helpline",0,36
8357,31-07-2025,"Poshan Helpline-Hyd",0,23
8416,31-07-2025,"DISH TV-OB",0,127
8418,31-07-2025,VD2H-OB,0,43
8419,31-07-2025,BSES-NOIDA,0,1
8420,31-07-2025,PSPCL,0,160
8424,31-07-2025,Qurex,0,5
8425,31-07-2025,MOT,0,57
8429,31-07-2025,"DISH IB-HYD",0,1
8431,31-07-2025,VD2H-HYD,0,17
8434,29-07-2025,"I-PRU Protection",0,7
8436,30-07-2025,"I-PRU Protection",0,9
8438,31-07-2025,"I-PRU Protection",0,9
8545,01-08-2025,Adani,0,20
8546,01-08-2025,"GoQii-Inbound	",0,3
8547,01-08-2025,GoQii-Outbound,0,2
8548,01-08-2025,"HDFC PERSISTENCY",0,16
8549,01-08-2025,"I-Pru Mumbai ",0,41
8550,01-08-2025,"IDFC Cross Sale",0,205
8551,01-08-2025,"IDFC Digi Sales",0,12
8552,01-08-2025,Jio-Insure,0,14
8553,01-08-2025,MGL,0,25
8554,01-08-2025,"Nayara Mumbai",0,12
8555,01-08-2025,Unknown,0,84
8556,01-08-2025,"Yes Bank",0,85
8557,01-08-2025,"MMT FILLER",0,10
8558,01-08-2025,"MMT Flight",0,23
8566,01-08-2025,"DISH TV-OB",0,1
8568,01-08-2025,VD2H-OB,0,33
8569,01-08-2025,BSES-NOIDA,0,1
8570,01-08-2025,PSPCL,0,162
8574,29-07-2025,Muthoot-LAP,0,1
8576,30-07-2025,Muthoot-LAP,0,2
8582,01-08-2025,Mpokket,0,1
8583,01-08-2025,"Muthoot Finance",0,12
8585,02-08-2025,Mpokket,0,1
8586,02-08-2025,"Muthoot Finance",0,12
8587,02-08-2025,Unknown,0,1
8588,03-08-2025,Mpokket,0,159
8589,03-08-2025,"Muthoot Finance",0,1
8590,03-08-2025,Unknown,0,3
8594,02-08-2025,"MMT FILLER",0,12
8595,02-08-2025,"MMT Flight",0,26
8597,03-08-2025,"MMT FILLER",0,12
8598,03-08-2025,"MMT Flight",0,26
8690,02-08-2025,Adani,0,20
8691,02-08-2025,"GoQii-Inbound	",0,3
8692,02-08-2025,GoQii-Outbound,0,2
8693,02-08-2025,"HDFC PERSISTENCY",0,15
8694,02-08-2025,"I-Pru Mumbai ",0,35
8695,02-08-2025,"IDFC Cross Sale",0,200
8696,02-08-2025,"IDFC Digi Sales",0,11
8697,02-08-2025,Jio-Insure,0,8
8698,02-08-2025,"L&T SME",0,11
8699,02-08-2025,"L&T Services-Mumbai",0,25
8700,02-08-2025,MGL,0,24
8701,02-08-2025,"Nayara Mumbai",0,11
8703,02-08-2025,"Yes Bank",0,83
8704,03-08-2025,Adani,0,19
8705,03-08-2025,"I-Pru Mumbai ",0,29
8706,03-08-2025,Jio-Insure,0,9
8707,03-08-2025,MGL,0,15
8708,03-08-2025,"Nayara Mumbai",0,2
8716,01-08-2025,"DISH IB-HYD",0,17
8718,01-08-2025,VD2H-HYD,0,19
8719,02-08-2025,"DISH IB-HYD",0,18
8721,02-08-2025,VD2H-HYD,0,19
8722,03-08-2025,"DISH IB-HYD",0,18
8724,03-08-2025,VD2H-HYD,0,20
8731,02-08-2025,"DISH TV-OB",0,14
8733,02-08-2025,VD2H-OB,0,30
8734,03-08-2025,"DISH TV-OB",0,1
8736,03-08-2025,VD2H-OB,0,32
8737,02-08-2025,BSES-NOIDA,0,30
8738,02-08-2025,PSPCL,0,163
8740,03-08-2025,BSES-NOIDA,0,30
8741,03-08-2025,PSPCL,0,166
8743,01-08-2025,"GO NOISE",0,56
8745,02-08-2025,"GO NOISE",0,55
8747,01-08-2025,NHA,0,2
8748,02-08-2025,NHA,0,2
8749,03-08-2025,NHA,0,1
8750,04-08-2025,NHA,0,2
8751,01-08-2025,TANGEDCO,0,96
8753,01-08-2025,"VD2H IB-Chennai",0,41
8754,02-08-2025,TANGEDCO,0,104
8756,02-08-2025,"VD2H IB-Chennai",0,41
8757,03-08-2025,TANGEDCO,0,90
8759,03-08-2025,"VD2H IB-Chennai",0,37
8760,04-08-2025,TANGEDCO,0,108
8761,04-08-2025,Unknown,0,5
8781,04-08-2025,"DISH IB-HYD",0,17
8783,04-08-2025,VD2H-HYD,0,20
8856,01-08-2025,"L&T Services-Mumbai",0,5
8881,04-08-2025,Adani,0,20
8882,04-08-2025,"GoQii-Inbound	",0,3
8883,04-08-2025,GoQii-Outbound,0,1
8884,04-08-2025,"HDFC PERSISTENCY",0,19
8885,04-08-2025,"IDFC Cross Sale",0,201
8886,04-08-2025,"IDFC Digi Sales",0,10
8887,04-08-2025,Jio-Insure,0,14
8888,04-08-2025,"L&T SME",0,9
8889,04-08-2025,"L&T Services-Mumbai",0,28
8890,04-08-2025,MGL,0,26
8891,04-08-2025,"Nayara Mumbai",0,9
8893,04-08-2025,"Yes Bank",0,90
8896,01-08-2025,ZET,0,19
8899,02-08-2025,ZET,0,17
8902,03-08-2025,ZET,0,17
8903,04-08-2025,Mpokket,0,161
8905,04-08-2025,ZET,0,21
8906,01-08-2025,"Aakash Institue",0,44
8908,02-08-2025,"Aakash Institue",0,43
8910,03-08-2025,"Aakash Institue",0,40
8912,04-08-2025,"Aakash Institue",0,50
8914,01-08-2025,EDCIL,0,2
8915,01-08-2025,NHDC,0,1
8916,01-08-2025,"Poshan Helpline",0,40
8917,01-08-2025,"Poshan Helpline-Hyd",0,24
8918,01-08-2025,"S C JOHNSON",0,1
8920,02-08-2025,EDCIL,0,2
8921,02-08-2025,MEITY,0,2
8922,02-08-2025,"Poshan Helpline",0,46
8923,02-08-2025,"Poshan Helpline-Hyd",0,23
8924,02-08-2025,"S C JOHNSON",0,1
8926,03-08-2025,EDCIL,0,2
8927,03-08-2025,MEITY,0,2
8928,03-08-2025,"S C JOHNSON",0,1
8929,04-08-2025,EDCIL,0,3
8930,04-08-2025,MEITY,0,2
8931,04-08-2025,"Poshan Helpline",0,42
8932,04-08-2025,"Poshan Helpline-Hyd",0,22
8933,04-08-2025,"S C JOHNSON",0,1
8941,01-08-2025,"Bharat Pay",0,2
8942,01-08-2025,GS-1,0,11
8943,01-08-2025,"Max life-SDPL",0,83
8945,02-08-2025,"Bharat Pay",0,2
8946,02-08-2025,GS-1,0,11
8947,02-08-2025,"Max life-SDPL",0,86
8949,03-08-2025,"Bharat Pay",0,2
8950,04-08-2025,"Bharat Pay",0,2
8951,04-08-2025,GS-1,0,11
8952,04-08-2025,"Max life-SDPL",0,86
8954,01-08-2025,"Paytm Bank Mysore",0,23
8956,02-08-2025,"Paytm Bank Mysore",0,23
8958,03-08-2025,"Paytm Bank Mysore",0,24
8960,04-08-2025,"Paytm Bank Mysore",0,23
8962,01-08-2025,RBI-Bhubaneswar,0,10
8963,01-08-2025,RBI-Chandigarh,0,32
8964,01-08-2025,RBI-Kochi,0,7
8965,02-08-2025,RBI-Bhubaneswar,0,10
8966,02-08-2025,RBI-Chandigarh,0,31
8967,02-08-2025,RBI-Kochi,0,7
8968,04-08-2025,RBI-Bhubaneswar,0,10
8969,04-08-2025,RBI-Chandigarh,0,32
8970,04-08-2025,RBI-Kochi,0,7
9001,01-08-2025,"Paytm Bank Noida",0,21
9002,02-08-2025,"Paytm Bank Noida",0,21
9004,03-08-2025,"Paytm Bank Noida",0,20
9006,04-08-2025,"Paytm Bank Noida",0,22
9007,04-08-2025,"MMT FILLER",0,13
9008,04-08-2025,"MMT Flight",0,27
9013,04-08-2025,"DISH TV-OB",0,1
9015,04-08-2025,VD2H-OB,0,29
9017,04-08-2025,BSES-NOIDA,0,33
9018,04-08-2025,PSPCL,0,166
9024,01-08-2025,"SBI Card",0,43
9025,02-08-2025,"SBI Card",0,40
9027,03-08-2025,"SBI Card",0,13
9028,04-08-2025,"SBI Card",0,42
9029,01-08-2025,"Dish TV-Backend",0,1
9030,01-08-2025,Qurex,0,4
9032,02-08-2025,"Dish TV-Backend",0,1
9033,02-08-2025,Qurex,0,4
9035,03-08-2025,"Dish TV-Backend",0,1
9036,03-08-2025,Qurex,0,4
9038,04-08-2025,Qurex,0,4
9039,01-08-2025,MOT,0,54
9041,02-08-2025,MOT,0,53
9043,03-08-2025,MOT,0,28
9045,04-08-2025,MOT,0,57
9163,05-08-2025,Adani,0,20
9164,05-08-2025,"GoQii-Inbound	",0,3
9165,05-08-2025,GoQii-Outbound,0,1
9166,05-08-2025,"HDFC PERSISTENCY",0,18
9167,05-08-2025,"IDFC Cross Sale",0,210
9168,05-08-2025,"IDFC Digi Sales",0,12
9169,05-08-2025,Jio-Insure,0,15
9170,05-08-2025,"L&T SME",0,10
9171,05-08-2025,"L&T Services-Mumbai",0,27
9172,05-08-2025,MGL,0,24
9173,05-08-2025,"Nayara Mumbai",0,12
9174,05-08-2025,Unknown,0,26
9175,05-08-2025,"Yes Bank",0,87
9176,04-08-2025,"Muthoot Finance",0,1
9178,05-08-2025,"Muthoot Finance",0,1
9187,05-08-2025,"DISH TV-OB",0,1
9189,05-08-2025,VD2H-OB,0,31
9190,05-08-2025,BSES-NOIDA,0,34
9191,05-08-2025,PSPCL,0,165
9196,05-08-2025,Mpokket,0,174
9199,06-08-2025,Mpokket,0,1
9200,06-08-2025,"Muthoot Finance",0,1
9201,06-08-2025,Unknown,0,28
9202,01-08-2025,"MMT UK",0,7
9204,02-08-2025,"MMT UK",0,7
9206,03-08-2025,"MMT UK",0,5
9208,04-08-2025,"MMT UK",0,7
9210,05-08-2025,"MMT UK",0,8
9211,01-08-2025,PVVNL,0,220
9212,02-08-2025,PVVNL,0,228
9213,03-08-2025,PVVNL,0,213
9214,04-08-2025,PVVNL,0,216
9215,05-08-2025,PVVNL,0,225
9216,01-08-2025,"I-PRU Noida",0,48
9217,01-08-2025,"I-PRU Protection",0,58
9219,02-08-2025,"I-PRU Noida",0,52
9220,02-08-2025,"I-PRU Protection",0,53
9222,03-08-2025,"I-PRU Noida",0,50
9223,03-08-2025,"I-PRU Protection",0,53
9225,04-08-2025,"I-PRU Noida",0,51
9226,04-08-2025,"I-PRU Protection",0,55
9228,05-08-2025,"I-PRU Noida",0,51
9229,05-08-2025,"I-PRU Protection",0,55
9231,06-08-2025,"I-PRU Noida",0,55
9232,06-08-2025,"I-PRU Protection",0,65
9307,05-08-2025,ZET,0,24
9310,06-08-2025,ZET,0,24
9311,05-08-2025,"Aakash Institue",0,48
9313,06-08-2025,"Aakash Institue",0,47
9315,05-08-2025,EDCIL,0,2
9316,05-08-2025,MEITY,0,2
9317,05-08-2025,"Poshan Helpline",0,42
9318,05-08-2025,"Poshan Helpline-Hyd",0,23
9319,05-08-2025,"S C JOHNSON",0,1
9321,06-08-2025,EDCIL,0,3
9322,06-08-2025,MEITY,0,2
9323,06-08-2025,"Poshan Helpline",0,44
9324,06-08-2025,"Poshan Helpline-Hyd",0,24
9325,06-08-2025,"S C JOHNSON",0,1
9429,06-08-2025,Adani,0,22
9430,06-08-2025,"GoQii-Inbound	",0,3
9431,06-08-2025,GoQii-Outbound,0,1
9432,06-08-2025,"HDFC PERSISTENCY",0,19
9433,06-08-2025,"IDFC Cross Sale",0,206
9434,06-08-2025,"IDFC Digi Sales",0,11
9435,06-08-2025,Jio-Insure,0,17
9436,06-08-2025,"L&T SME",0,11
9437,06-08-2025,"L&T Services-Mumbai",0,27
9438,06-08-2025,MGL,0,27
9439,06-08-2025,"Nayara Mumbai",0,10
9441,06-08-2025,"Yes Bank",0,94
9442,05-08-2025,"DISH IB-HYD",0,1
9444,06-08-2025,"DISH IB-HYD",0,3
9461,05-08-2025,"Bharat Pay",0,2
9462,05-08-2025,GS-1,0,10
9463,05-08-2025,"Max life-SDPL",0,86
9465,06-08-2025,"Bharat Pay",0,2
9466,06-08-2025,GS-1,0,9
9467,06-08-2025,"Max life-SDPL",0,83
9469,07-08-2025,"Bharat Pay",0,2
9470,07-08-2025,GS-1,0,10
9471,07-08-2025,"Max life-SDPL",0,86
9472,07-08-2025,Unknown,0,1
9474,01-08-2025,"Dish TV-IB",0,7
9475,01-08-2025,UNICEF,0,17
9478,02-08-2025,"Dish TV-IB",0,7
9479,02-08-2025,UNICEF,0,16
9482,03-08-2025,"Dish TV-IB",0,6
9484,04-08-2025,"Dish TV-Backend",0,16
9485,04-08-2025,"Dish TV-IB",0,8
9486,04-08-2025,UNICEF,0,18
9488,05-08-2025,"Dish TV-Backend",0,1
9489,05-08-2025,"Dish TV-IB",0,8
9490,05-08-2025,UNICEF,0,17
9492,06-08-2025,"Dish TV-Backend",0,1
9493,06-08-2025,"Dish TV-IB",0,8
9494,06-08-2025,UNICEF,0,17
9496,07-08-2025,"Dish TV-Backend",0,1
9497,07-08-2025,"Dish TV-IB",0,7
9507,05-08-2025,"Paytm Bank Mysore",0,25
9509,06-08-2025,"Paytm Bank Mysore",0,23
9511,07-08-2025,"Paytm Bank Mysore",0,23
9522,05-08-2025,RBI-Bhubaneswar,0,10
9523,05-08-2025,RBI-Chandigarh,0,32
9524,05-08-2025,RBI-Kochi,0,7
9525,06-08-2025,RBI-Bhubaneswar,0,10
9526,06-08-2025,RBI-Chandigarh,0,31
9527,06-08-2025,RBI-Kochi,0,7
9528,07-08-2025,RBI-Bhubaneswar,0,10
9529,07-08-2025,RBI-Chandigarh,0,32
9530,07-08-2025,RBI-Kochi,0,7
9531,06-08-2025,"DISH TV-OB",0,1
9533,06-08-2025,VD2H-OB,0,32
9534,07-08-2025,"DISH TV-OB",0,1
9536,07-08-2025,VD2H-OB,0,32
9537,06-08-2025,BSES-NOIDA,0,33
9538,06-08-2025,PSPCL,0,163
9540,07-08-2025,BSES-NOIDA,0,36
9541,07-08-2025,PSPCL,0,165
9546,07-08-2025,"I-PRU Noida",0,55
9547,07-08-2025,"I-PRU Protection",0,68
9614,04-08-2025,"I-Pru Mumbai ",0,37
9628,05-08-2025,"I-Pru Mumbai ",0,40
9642,06-08-2025,"I-Pru Mumbai ",0,37
9652,07-08-2025,Adani,0,21
9653,07-08-2025,"GoQii-Inbound	",0,3
9654,07-08-2025,GoQii-Outbound,0,2
9655,07-08-2025,"HDFC PERSISTENCY",0,16
9656,07-08-2025,"I-Pru Mumbai ",0,37
9657,07-08-2025,"IDFC Cross Sale",0,187
9658,07-08-2025,"IDFC Digi Sales",0,11
9659,07-08-2025,Jio-Insure,0,14
9660,07-08-2025,"L&T SME",0,10
9661,07-08-2025,"L&T Services-Mumbai",0,25
9662,07-08-2025,MGL,0,26
9663,07-08-2025,"Nayara Mumbai",0,13
9665,07-08-2025,"Yes Bank",0,92
9666,05-08-2025,"SBI Card",0,41
9668,06-08-2025,"SBI Card",0,44
9670,07-08-2025,"SBI Card",0,40
9675,05-08-2025,Qurex,0,5
9678,06-08-2025,Qurex,0,4
9681,07-08-2025,Qurex,0,4
9683,05-08-2025,MOT,0,56
9684,06-08-2025,MOT,0,57
9685,07-08-2025,MOT,0,58
9692,07-08-2025,"Muthoot Finance",0,1
9694,07-08-2025,Mpokket,0,1
9696,07-08-2025,ZET,0,26
9697,07-08-2025,"Aakash Institue",0,48
9702,07-08-2025,EDCIL,0,3
9703,07-08-2025,MEITY,0,2
9704,07-08-2025,"Poshan Helpline",0,44
9705,07-08-2025,"Poshan Helpline-Hyd",0,24
9706,07-08-2025,"S C JOHNSON",0,1
9710,01-08-2025,"Bajaj Allianz-Noida",0,71
9712,02-08-2025,"Bajaj Allianz-Noida",0,72
9714,03-08-2025,"Bajaj Allianz-Noida",0,66
9716,04-08-2025,"Bajaj Allianz-Noida",0,64
9718,05-08-2025,"Bajaj Allianz-Noida",0,68
9720,06-08-2025,"Bajaj Allianz-Noida",0,64
9722,01-08-2025,DATIK,0,3
9723,01-08-2025,IDFC-NOIDA,0,10
9724,02-08-2025,DATIK,0,3
9725,02-08-2025,IDFC-NOIDA,0,10
9726,03-08-2025,DATIK,0,3
9727,04-08-2025,DATIK,0,3
9728,04-08-2025,IDFC-NOIDA,0,10
9729,05-08-2025,DATIK,0,2
9730,05-08-2025,IDFC-NOIDA,0,10
9731,06-08-2025,DATIK,0,2
9732,06-08-2025,IDFC-NOIDA,0,10
9733,01-08-2025,"Namma yatri-Bengaluru",0,7
9735,02-08-2025,"Namma yatri-Bengaluru",0,7
9737,03-08-2025,"Namma yatri-Bengaluru",0,6
9739,04-08-2025,"Namma yatri-Bengaluru",0,7
9741,05-08-2025,"Namma yatri-Bengaluru",0,8
9743,06-08-2025,"Namma yatri-Bengaluru",0,8
9745,01-08-2025,"Namma yatri-Chennai",0,3
