id,date,process,pending,approved
15230,01-09-2025,"Dish TV-IB",0,7
15231,01-09-2025,UNICEF,0,18
15233,01-09-2025,VIDEOCON,0,3
15235,02-09-2025,"Dish TV-IB",0,6
15236,02-09-2025,UNICEF,0,18
15238,02-09-2025,VIDEOCON,0,3
15239,01-09-2025,DIC,0,17
15240,02-09-2025,DIC,0,19
15241,01-09-2025,Mpokket,0,1
15242,01-09-2025,ZET,0,24
15243,02-09-2025,Mpokket,0,1
15244,02-09-2025,ZET,0,25
15245,01-09-2025,"Aakash Institue",0,19
15246,02-09-2025,"Aakash Institue",0,25
15248,01-09-2025,EDCIL,0,5
15249,01-09-2025,MEITY,0,2
15250,01-09-2025,"Poshan Helpline",0,1
15251,01-09-2025,"S C JOHNSON",0,1
15253,02-09-2025,EDCIL,0,5
15254,02-09-2025,MEITY,0,2
15255,02-09-2025,NHDC,0,3
15256,02-09-2025,"Poshan Helpline",0,1
15257,02-09-2025,"S C JOHNSON",0,1
15258,01-09-2025,"Poshan Helpline-Hyd",0,23
15259,02-09-2025,"Poshan Helpline-Hyd",0,23
15265,29-08-2025,APPLE,0,1
15266,30-08-2025,APPLE,0,1
15267,28-08-2025,APPLE,0,1
15268,03-09-2025,"MMT FILLER",0,7
15269,03-09-2025,"MMT Flight",0,26
15270,01-09-2025,"Bajaj Allianz-Noida",0,42
15271,02-09-2025,"Bajaj Allianz-Noida",0,41
15272,03-09-2025,"Bajaj Allianz-Noida",0,43
15273,01-09-2025,DATIK,0,3
15274,01-09-2025,IDFC-NOIDA,0,10
15275,02-09-2025,DATIK,0,3
15276,02-09-2025,IDFC-NOIDA,0,10
15277,03-09-2025,DATIK,0,3
15278,03-09-2025,IDFC-NOIDA,0,10
15279,01-09-2025,"Namma yatri-Bengaluru",0,8
15280,02-09-2025,"Namma yatri-Bengaluru",0,6
15281,03-09-2025,"Namma yatri-Bengaluru",0,7
15282,01-09-2025,"Namma yatri-Chennai",0,3
15283,02-09-2025,"Namma yatri-Chennai",0,2
15284,03-09-2025,"Namma yatri-Chennai",0,2
15285,01-09-2025,"E Saras",0,2
15286,01-09-2025,"Jindal Steel LTD",0,4
15289,02-09-2025,"E Saras",0,2
15290,02-09-2025,"Jindal Steel LTD",0,4
15293,03-09-2025,"E Saras",0,2
15294,03-09-2025,"Jindal Steel LTD",0,4
15295,03-09-2025,"S C JOHNSON",0,1
15296,03-09-2025,Unknown,0,5
15297,01-09-2025,"Amazon - HYD",0,2
15298,02-09-2025,"Amazon - HYD",0,2
15299,03-09-2025,"Amazon - HYD",0,2
41305,03-09-2025,"SBI Card",0,53
41306,03-09-2025,"Dish TV-Backend",0,11
41307,03-09-2025,Qurex,0,5
41308,03-09-2025,MOT,0,54
41309,01-09-2025,"GO NOISE",0,63
41310,02-09-2025,"GO NOISE",0,64
41311,03-09-2025,"GO NOISE",0,61
41312,01-09-2025,TANGEDCO,0,91
41313,01-09-2025,"VD2H IB-Chennai",0,30
41314,02-09-2025,TANGEDCO,0,89
41315,02-09-2025,"VD2H IB-Chennai",0,31
41316,03-09-2025,TANGEDCO,0,91
41317,03-09-2025,"VD2H IB-Chennai",0,29
41318,01-09-2025,"CESC Kolkata",0,15
41319,01-09-2025,NHA,0,1
41320,02-09-2025,"CESC Kolkata",0,11
41321,02-09-2025,NHA,0,1
41322,03-09-2025,"CESC Kolkata",0,12
41323,03-09-2025,NHA,0,1
41324,01-09-2025,"Bharat Pay",0,2
41326,02-09-2025,"Bharat Pay",0,2
41328,03-09-2025,"Bharat Pay",0,2
41329,03-09-2025,GS-1,0,11
41330,04-09-2025,"Bharat Pay",0,2
41331,04-09-2025,GS-1,0,12
41337,03-09-2025,"Dish TV-IB",0,7
41338,04-09-2025,"Dish TV-Backend",0,15
41339,04-09-2025,"Dish TV-IB",0,6
41342,03-09-2025,"Paytm Bank Mysore",0,20
41343,04-09-2025,"Paytm Bank Mysore",0,22
41353,04-09-2025,RBI-Bhubaneswar,0,8
41354,04-09-2025,RBI-Chandigarh,0,28
41355,04-09-2025,RBI-Kochi,0,10
47850,03-09-2025,"DISH TV-OB",0,1
47851,03-09-2025,VD2H-OB,0,1
47852,03-09-2025,BSES-NOIDA,0,31
47853,03-09-2025,PSPCL,0,70
47858,03-09-2025,"Max life-SDPL",0,81
47860,04-09-2025,"Max life-SDPL",0,85
47865,03-09-2025,"I-PRU Noida",0,51
47866,03-09-2025,"I-PRU Protection",0,65
47867,04-09-2025,"I-PRU Noida",0,50
47868,04-09-2025,"I-PRU Protection",0,64
47869,01-09-2025,SBI-Bengaluru,0,6
47870,02-09-2025,SBI-Bengaluru,0,5
47871,03-09-2025,SBI-Bengaluru,0,5
47873,01-09-2025,"Muthoot Home Loan",0,3
47874,01-09-2025,"Muthoot Insurance",0,1
47875,01-09-2025,Muthoot-LAP,0,28
47877,02-09-2025,"Muthoot Home Loan",0,3
47878,02-09-2025,"Muthoot Insurance",0,1
47879,02-09-2025,Muthoot-LAP,0,28
47880,03-09-2025,"Muthoot Finance",0,252
47881,03-09-2025,"Muthoot Home Loan",0,4
47882,03-09-2025,"Muthoot Insurance",0,1
47883,03-09-2025,Muthoot-LAP,0,28
47884,04-09-2025,"Muthoot Finance",0,247
47885,04-09-2025,"Muthoot Home Loan",0,4
47886,04-09-2025,"Muthoot Insurance",0,1
47887,04-09-2025,Muthoot-LAP,0,29
47888,04-09-2025,"DISH TV-OB",0,1
47889,04-09-2025,VD2H-OB,0,1
47890,04-09-2025,BSES-NOIDA,0,33
47891,04-09-2025,PSPCL,0,70
47892,04-09-2025,"MMT FILLER",0,8
47893,04-09-2025,"MMT Flight",0,28
47954,02-09-2025,Adani,0,20
47955,02-09-2025,"GoQii-Inbound	",0,4
47956,02-09-2025,GoQii-Outbound,0,2
47957,02-09-2025,"HDFC PERSISTENCY",0,21
47958,02-09-2025,"I-Pru Mumbai ",0,32
47959,02-09-2025,"IDFC Cross Sale",0,149
47960,02-09-2025,"IDFC Digi Sales",0,10
47961,02-09-2025,Jio-Insure,0,12
47962,02-09-2025,"L&T SME",0,6
47963,02-09-2025,"L&T Services-Mumbai",0,27
47964,02-09-2025,MGL,0,21
47965,02-09-2025,"Nayara Mumbai",0,8
47966,02-09-2025,"Yes Bank",0,65
47967,03-09-2025,Adani,0,20
47968,03-09-2025,"GoQii-Inbound	",0,4
47969,03-09-2025,GoQii-Outbound,0,2
47970,03-09-2025,"HDFC PERSISTENCY",0,24
47971,03-09-2025,"I-Pru Mumbai ",0,33
47972,03-09-2025,"IDFC Cross Sale",0,178
47973,03-09-2025,"IDFC Digi Sales",0,10
47974,03-09-2025,Jio-Insure,0,15
47975,03-09-2025,"L&T SME",0,4
47976,03-09-2025,"L&T Services-Mumbai",0,29
47977,03-09-2025,MGL,0,21
47978,03-09-2025,"Nayara Mumbai",0,9
47979,03-09-2025,"Yes Bank",0,70
47980,04-09-2025,Adani,0,19
47981,04-09-2025,"GoQii-Inbound	",0,4
47982,04-09-2025,GoQii-Outbound,0,1
47983,04-09-2025,"HDFC PERSISTENCY",0,23
47984,04-09-2025,"I-Pru Mumbai ",0,33
47985,04-09-2025,"IDFC Cross Sale",0,182
47986,04-09-2025,"IDFC Digi Sales",0,11
47987,04-09-2025,Jio-Insure,0,17
47988,04-09-2025,"L&T SME",0,6
47989,04-09-2025,"L&T Services-Mumbai",0,28
47990,04-09-2025,MGL,0,23
47991,04-09-2025,"Nayara Mumbai",0,10
47992,04-09-2025,"Yes Bank",0,80
54418,02-09-2025,"DISH IB-HYD",0,8
54419,02-09-2025,VD2H-HYD,0,13
54420,03-09-2025,"DISH IB-HYD",0,9
54421,03-09-2025,VD2H-HYD,0,12
54422,04-09-2025,"DISH IB-HYD",0,8
54423,04-09-2025,VD2H-HYD,0,14
67313,04-09-2025,"SBI Card",0,53
67315,04-09-2025,Qurex,0,4
67316,04-09-2025,MOT,0,55
73766,03-09-2025,Mpokket,0,1
73768,04-09-2025,Mpokket,0,1
73770,04-09-2025,Unknown,0,7
73771,05-09-2025,Mpokket,0,1
73772,05-09-2025,"Muthoot Finance",0,240
73773,05-09-2025,Unknown,0,3
73865,05-09-2025,Adani,0,20
73866,05-09-2025,"GoQii-Inbound	",0,4
73867,05-09-2025,GoQii-Outbound,0,1
73868,05-09-2025,"HDFC PERSISTENCY",0,24
73869,05-09-2025,"I-Pru Mumbai ",0,34
73870,05-09-2025,"IDFC Cross Sale",0,169
73871,05-09-2025,"IDFC Digi Sales",0,12
73872,05-09-2025,Jio-Insure,0,11
73873,05-09-2025,"L&T SME",0,6
73874,05-09-2025,"L&T Services-Mumbai",0,30
73875,05-09-2025,MGL,0,22
73876,05-09-2025,"Nayara Mumbai",0,10
73877,05-09-2025,"Yes Bank",0,81
73878,05-09-2025,"MMT FILLER",0,4
73879,05-09-2025,"MMT Flight",0,27
73880,05-09-2025,"DISH TV-OB",0,1
73881,05-09-2025,VD2H-OB,0,1
73882,05-09-2025,BSES-NOIDA,0,30
73883,05-09-2025,PSPCL,0,69
73889,03-09-2025,ZET,0,27
73891,04-09-2025,ZET,0,26
73893,05-09-2025,ZET,0,28
73896,03-09-2025,"Aakash Institue",0,27
73897,04-09-2025,"Aakash Institue",0,22
73898,05-09-2025,"Aakash Institue",0,24
73910,03-09-2025,DIC,0,7
73911,03-09-2025,EDCIL,0,5
73912,03-09-2025,MEITY,0,2
73913,03-09-2025,"Poshan Helpline",0,1
73915,04-09-2025,DIC,0,18
73916,04-09-2025,EDCIL,0,5
73917,04-09-2025,MEITY,0,1
73918,04-09-2025,NHDC,0,2
73919,04-09-2025,"Poshan Helpline",0,1
73920,04-09-2025,"S C JOHNSON",0,1
73921,05-09-2025,MEITY,0,1
73922,05-09-2025,NHDC,0,2
73925,03-09-2025,"Poshan Helpline-Hyd",0,23
73926,04-09-2025,"Poshan Helpline-Hyd",0,23
80290,03-09-2025,UNICEF,0,18
80292,04-09-2025,UNICEF,0,18
80294,05-09-2025,UNICEF,0,17
80296,01-09-2025,"Paytm Bank Noida",0,16
80297,02-09-2025,"Paytm Bank Noida",0,17
80298,03-09-2025,"Paytm Bank Noida",0,16
80299,04-09-2025,"Paytm Bank Noida",0,15
80300,05-09-2025,"Paytm Bank Noida",0,17
80304,04-09-2025,"Bajaj Allianz-Noida",0,43
80305,05-09-2025,"Bajaj Allianz-Noida",0,43
80312,04-09-2025,DATIK,0,3
80313,04-09-2025,IDFC-NOIDA,0,10
80314,05-09-2025,DATIK,0,3
80315,05-09-2025,IDFC-NOIDA,0,10
80319,04-09-2025,"Namma yatri-Bengaluru",0,9
80320,05-09-2025,"Namma yatri-Bengaluru",0,8
80324,04-09-2025,"Namma yatri-Chennai",0,3
80325,05-09-2025,"Namma yatri-Chennai",0,3
80338,04-09-2025,"E Saras",0,2
80339,04-09-2025,"Jindal Steel LTD",0,4
80342,05-09-2025,"E Saras",0,2
80343,05-09-2025,"Jindal Steel LTD",0,4
80348,04-09-2025,"Amazon - HYD",0,2
80349,05-09-2025,"Amazon - HYD",0,2
80351,05-09-2025,"Muthoot Home Loan",0,1
80352,05-09-2025,"Muthoot Insurance",0,1
80353,05-09-2025,Muthoot-LAP,0,25
118424,05-09-2025,"SBI Card",0,51
118425,05-09-2025,"Dish TV-Backend",0,14
118426,05-09-2025,Qurex,0,4
118427,05-09-2025,MOT,0,53
124766,06-09-2025,Adani,0,20
124767,06-09-2025,"GoQii-Inbound	",0,4
124768,06-09-2025,GoQii-Outbound,0,1
124769,06-09-2025,"HDFC PERSISTENCY",0,24
124770,06-09-2025,"I-Pru Mumbai ",0,32
124771,06-09-2025,"IDFC Cross Sale",0,175
124772,06-09-2025,"IDFC Digi Sales",0,12
124773,06-09-2025,Jio-Insure,0,15
124774,06-09-2025,"L&T SME",0,6
124775,06-09-2025,"L&T Services-Mumbai",0,28
124776,06-09-2025,MGL,0,18
124777,06-09-2025,"Nayara Mumbai",0,9
124778,06-09-2025,"Yes Bank",0,79
124779,07-09-2025,Adani,0,21
124780,07-09-2025,"I-Pru Mumbai ",0,35
124781,07-09-2025,Jio-Insure,0,14
124782,07-09-2025,MGL,0,16
124783,07-09-2025,"Nayara Mumbai",0,4
124784,06-09-2025,"DISH TV-OB",0,1
124785,06-09-2025,VD2H-OB,0,1
124786,07-09-2025,"DISH TV-OB",0,1
124787,07-09-2025,VD2H-OB,0,1
124788,06-09-2025,BSES-NOIDA,0,31
124789,06-09-2025,PSPCL,0,70
124790,07-09-2025,BSES-NOIDA,0,28
124791,07-09-2025,PSPCL,0,68
124792,06-09-2025,"MMT FILLER",0,5
124793,06-09-2025,"MMT Flight",0,27
124794,07-09-2025,"MMT FILLER",0,8
124795,07-09-2025,"MMT Flight",0,24
124796,06-09-2025,UNICEF,0,17
124797,06-09-2025,Unknown,0,4
124798,05-09-2025,"DISH IB-HYD",0,7
124799,05-09-2025,VD2H-HYD,0,12
124800,06-09-2025,"DISH IB-HYD",0,7
124801,06-09-2025,VD2H-HYD,0,15
124802,07-09-2025,"DISH IB-HYD",0,8
124803,07-09-2025,VD2H-HYD,0,15
124818,05-09-2025,"Bharat Pay",0,2
124819,05-09-2025,"Max life-SDPL",0,82
124821,06-09-2025,"Bharat Pay",0,2
124822,06-09-2025,GS-1,0,12
124823,06-09-2025,"Max life-SDPL",0,75
124825,07-09-2025,"Bharat Pay",0,2
124835,05-09-2025,"Dish TV-IB",0,6
124836,06-09-2025,"Dish TV-IB",0,6
124837,07-09-2025,"Dish TV-Backend",0,14
124838,07-09-2025,"Dish TV-IB",0,6
124843,05-09-2025,"Paytm Bank Mysore",0,21
124844,06-09-2025,"Paytm Bank Mysore",0,22
124845,07-09-2025,"Paytm Bank Mysore",0,23
124857,03-09-2025,TPDDL,0,78
124861,04-09-2025,TPDDL,0,79
124862,05-09-2025,RBI-Bhubaneswar,0,8
124863,05-09-2025,RBI-Chandigarh,0,28
124864,05-09-2025,RBI-Kochi,0,6
124865,05-09-2025,TPDDL,0,75
124866,06-09-2025,RBI-Bhubaneswar,0,9
124867,06-09-2025,RBI-Chandigarh,0,28
124868,06-09-2025,RBI-Kochi,0,6
124869,06-09-2025,TPDDL,0,66
124870,07-09-2025,TPDDL,0,62
131024,04-09-2025,"GO NOISE",0,64
131025,05-09-2025,"GO NOISE",0,60
131026,06-09-2025,"GO NOISE",0,65
131033,04-09-2025,TANGEDCO,0,76
131034,04-09-2025,"VD2H IB-Chennai",0,29
131035,05-09-2025,TANGEDCO,0,84
131036,05-09-2025,"VD2H IB-Chennai",0,26
131037,06-09-2025,TANGEDCO,0,89
131038,06-09-2025,"VD2H IB-Chennai",0,27
131039,07-09-2025,TANGEDCO,0,78
131040,07-09-2025,"VD2H IB-Chennai",0,29
131047,04-09-2025,"CESC Kolkata",0,11
131048,04-09-2025,NHA,0,1
131049,05-09-2025,"CESC Kolkata",0,13
131050,05-09-2025,NHA,0,1
131051,06-09-2025,"CESC Kolkata",0,13
131052,06-09-2025,NHA,0,1
131053,07-09-2025,"CESC Kolkata",0,13
131054,06-09-2025,"Muthoot Finance",0,241
131055,06-09-2025,"Muthoot Home Loan",0,1
131056,06-09-2025,"Muthoot Insurance",0,2
131057,06-09-2025,Muthoot-LAP,0,27
131058,07-09-2025,"Muthoot Finance",0,127
143435,04-09-2025,SBI-Bengaluru,0,5
143436,05-09-2025,SBI-Bengaluru,0,5
143437,06-09-2025,SBI-Bengaluru,0,6
143440,03-09-2025,VIDEOCON,0,3
143441,04-09-2025,VIDEOCON,0,3
143442,05-09-2025,VIDEOCON,0,3
143443,06-09-2025,VIDEOCON,0,3
143444,07-09-2025,VIDEOCON,0,2
143445,08-09-2025,VIDEOCON,0,3
143451,06-09-2025,"Bajaj Allianz-Noida",0,46
143452,07-09-2025,"Bajaj Allianz-Noida",0,45
143463,06-09-2025,DATIK,0,2
143464,06-09-2025,IDFC-NOIDA,0,10
143465,07-09-2025,DATIK,0,3
143471,06-09-2025,"Namma yatri-Bengaluru",0,7
143472,07-09-2025,"Namma yatri-Bengaluru",0,8
143478,06-09-2025,"Namma yatri-Chennai",0,2
143479,07-09-2025,"Namma yatri-Chennai",0,2
143499,06-09-2025,"E Saras",0,2
143500,06-09-2025,"Jindal Steel LTD",0,4
143501,06-09-2025,"S C JOHNSON",0,1
143508,06-09-2025,"Amazon - HYD",0,2
143509,06-09-2025,"SBI Card",0,54
143510,07-09-2025,"SBI Card",0,23
143511,06-09-2025,"Dish TV-Backend",0,14
143512,06-09-2025,Qurex,0,3
143514,07-09-2025,Qurex,0,4
143515,06-09-2025,MOT,0,1
143516,07-09-2025,MOT,0,26
149794,08-09-2025,"DISH TV-OB",0,117
149795,08-09-2025,VD2H-OB,0,41
149796,08-09-2025,BSES-NOIDA,0,29
149797,08-09-2025,PSPCL,0,73
149798,08-09-2025,"MMT FILLER",0,7
149799,08-09-2025,"MMT Flight",0,25
149881,08-09-2025,Adani,0,22
149882,08-09-2025,"GoQii-Inbound	",0,4
149883,08-09-2025,GoQii-Outbound,0,1
149884,08-09-2025,"HDFC PERSISTENCY",0,22
149885,08-09-2025,"I-Pru Mumbai ",0,35
149886,08-09-2025,"IDFC Cross Sale",0,174
149887,08-09-2025,"IDFC Digi Sales",0,11
149888,08-09-2025,Jio-Insure,0,14
149889,08-09-2025,"L&T SME",0,6
149890,08-09-2025,"L&T Services-Mumbai",0,26
149891,08-09-2025,MGL,0,25
149892,08-09-2025,"Nayara Mumbai",0,10
149893,08-09-2025,"Yes Bank",0,73
149894,08-09-2025,UNICEF,0,17
149895,08-09-2025,Unknown,0,26
149908,06-09-2025,Mpokket,0,1
149909,06-09-2025,ZET,0,27
149910,07-09-2025,ZET,0,30
149911,08-09-2025,Mpokket,0,1
149912,08-09-2025,ZET,0,31
149918,06-09-2025,"Aakash Institue",0,25
149919,07-09-2025,"Aakash Institue",0,21
149920,08-09-2025,"Aakash Institue",0,24
149945,06-09-2025,DIC,0,19
149946,06-09-2025,EDCIL,0,4
149947,06-09-2025,MEITY,0,2
149948,06-09-2025,"Poshan Helpline",0,1
149950,07-09-2025,EDCIL,0,5
149951,07-09-2025,MEITY,0,2
149952,08-09-2025,DIC,0,18
149953,08-09-2025,EDCIL,0,6
149954,08-09-2025,MEITY,0,2
149955,08-09-2025,"Poshan Helpline",0,1
149956,08-09-2025,"S C JOHNSON",0,1
149961,06-09-2025,"Poshan Helpline-Hyd",0,20
149962,08-09-2025,"Poshan Helpline-Hyd",0,23
149971,05-09-2025,"I-PRU Noida",0,47
149972,05-09-2025,"I-PRU Protection",0,56
149973,06-09-2025,"I-PRU Noida",0,52
149974,06-09-2025,"I-PRU Protection",0,64
149975,07-09-2025,"I-PRU Noida",0,53
149976,07-09-2025,"I-PRU Protection",0,69
149977,08-09-2025,"I-PRU Noida",0,48
149978,08-09-2025,"I-PRU Protection",0,61
156143,08-09-2025,"Muthoot Finance",0,234
156144,08-09-2025,"Muthoot Home Loan",0,1
156145,08-09-2025,"Muthoot Insurance",0,2
156146,08-09-2025,Muthoot-LAP,0,9
174745,09-09-2025,Adani,0,20
174746,09-09-2025,"GoQii-Inbound	",0,4
174747,09-09-2025,GoQii-Outbound,0,1
174748,09-09-2025,"HDFC PERSISTENCY",0,25
174749,09-09-2025,"I-Pru Mumbai ",0,38
174750,09-09-2025,"IDFC Cross Sale",0,186
174751,09-09-2025,"IDFC Digi Sales",0,12
174752,09-09-2025,Jio-Insure,0,15
174753,09-09-2025,"L&T SME",0,6
174754,09-09-2025,"L&T Services-Mumbai",0,32
174755,09-09-2025,MGL,0,24
174756,09-09-2025,"Nayara Mumbai",0,8
174757,09-09-2025,"Yes Bank",0,79
174758,09-09-2025,"DISH TV-OB",0,124
174759,09-09-2025,VD2H-OB,0,1
174766,09-09-2025,BSES-NOIDA,0,32
174767,09-09-2025,PSPCL,0,71
174768,09-09-2025,"MMT FILLER",0,7
174769,09-09-2025,"MMT Flight",0,31
174770,09-09-2025,UNICEF,0,18
174771,09-09-2025,Unknown,0,1
174772,09-09-2025,Mpokket,0,1
174773,09-09-2025,ZET,0,28
174786,09-09-2025,DIC,0,18
174787,09-09-2025,EDCIL,0,6
174788,09-09-2025,MEITY,0,2
174789,09-09-2025,"Poshan Helpline",0,1
174790,09-09-2025,"S C JOHNSON",0,1
174798,09-09-2025,"Poshan Helpline-Hyd",0,21
174799,08-09-2025,"DISH IB-HYD",0,3
174800,09-09-2025,"DISH IB-HYD",0,3
180829,08-09-2025,VD2H-HYD,0,13
180831,09-09-2025,VD2H-HYD,0,13
180834,09-09-2025,"Muthoot Finance",0,247
192903,08-09-2025,"SBI Card",0,56
192904,09-09-2025,"SBI Card",0,56
192905,08-09-2025,"Dish TV-Backend",0,14
192906,08-09-2025,Qurex,0,5
192907,09-09-2025,"Dish TV-Backend",0,14
192908,09-09-2025,Qurex,0,5
192911,08-09-2025,MOT,0,55
192912,09-09-2025,MOT,0,56
192913,08-09-2025,SBI-Bengaluru,0,6
192914,09-09-2025,SBI-Bengaluru,0,6
192915,08-09-2025,GS-1,0,12
192916,09-09-2025,GS-1,0,12
192917,10-09-2025,GS-1,0,12
192922,08-09-2025,"Dish TV-IB",0,6
192924,09-09-2025,"Dish TV-IB",0,6
192925,10-09-2025,"Dish TV-Backend",0,15
192926,10-09-2025,"Dish TV-IB",0,7
192927,08-09-2025,RBI-Bhubaneswar,0,7
192928,08-09-2025,RBI-Chandigarh,0,25
192929,08-09-2025,RBI-Kochi,0,8
192930,09-09-2025,RBI-Bhubaneswar,0,8
192931,09-09-2025,RBI-Chandigarh,0,25
192932,09-09-2025,RBI-Kochi,0,9
192933,10-09-2025,RBI-Bhubaneswar,0,8
192934,10-09-2025,RBI-Chandigarh,0,25
192935,10-09-2025,RBI-Kochi,0,9
199212,10-09-2025,Adani,0,22
199213,10-09-2025,"GoQii-Inbound	",0,4
199214,10-09-2025,GoQii-Outbound,0,1
199215,10-09-2025,"HDFC PERSISTENCY",0,22
199216,10-09-2025,"I-Pru Mumbai ",0,44
199217,10-09-2025,"IDFC Cross Sale",0,196
199218,10-09-2025,"IDFC Digi Sales",0,11
199219,10-09-2025,Jio-Insure,0,15
199220,10-09-2025,"L&T SME",0,6
199221,10-09-2025,"L&T Services-Mumbai",0,31
199222,10-09-2025,MGL,0,23
199223,10-09-2025,"Nayara Mumbai",0,10
199224,10-09-2025,"Yes Bank",0,79
199225,10-09-2025,"DISH TV-OB",0,124
199226,10-09-2025,VD2H-OB,0,33
199227,10-09-2025,BSES-NOIDA,0,30
199228,10-09-2025,PSPCL,0,69
199230,09-09-2025,"Muthoot Home Loan",0,1
199231,09-09-2025,"Muthoot Insurance",0,2
199232,09-09-2025,Muthoot-LAP,0,9
199233,10-09-2025,"Muthoot Finance",0,245
199234,10-09-2025,"Muthoot Home Loan",0,1
199235,10-09-2025,"Muthoot Insurance",0,1
199236,10-09-2025,Muthoot-LAP,0,9
199237,10-09-2025,"MMT FILLER",0,6
199238,10-09-2025,"MMT Flight",0,26
199239,10-09-2025,UNICEF,0,18
199240,10-09-2025,Unknown,0,29
199241,10-09-2025,"DISH IB-HYD",0,2
199242,10-09-2025,VD2H-HYD,0,15
205311,08-09-2025,"Max life-SDPL",0,81
205313,09-09-2025,"Max life-SDPL",0,86
205315,10-09-2025,"Max life-SDPL",0,84
205323,08-09-2025,"Paytm Bank Mysore",0,23
205324,09-09-2025,"Paytm Bank Mysore",0,22
205325,10-09-2025,"Paytm Bank Mysore",0,23
205332,08-09-2025,TPDDL,0,77
205333,09-09-2025,TPDDL,0,73
205334,10-09-2025,TPDDL,0,69
205341,08-09-2025,TANGEDCO,0,82
205342,09-09-2025,TANGEDCO,0,82
205343,10-09-2025,TANGEDCO,0,87
205349,08-09-2025,NHA,0,1
205350,09-09-2025,NHA,0,1
205373,08-09-2025,"Bajaj Allianz-Noida",0,47
205374,09-09-2025,"Bajaj Allianz-Noida",0,46
205375,10-09-2025,"Bajaj Allianz-Noida",0,44
205387,08-09-2025,DATIK,0,2
205388,08-09-2025,IDFC-NOIDA,0,10
205389,09-09-2025,DATIK,0,3
205390,09-09-2025,IDFC-NOIDA,0,10
205391,10-09-2025,DATIK,0,3
205392,10-09-2025,IDFC-NOIDA,0,10
205399,08-09-2025,"Namma yatri-Bengaluru",0,6
205400,09-09-2025,"Namma yatri-Bengaluru",0,8
205401,10-09-2025,"Namma yatri-Bengaluru",0,9
205408,08-09-2025,"Namma yatri-Chennai",0,2
205409,09-09-2025,"Namma yatri-Chennai",0,3
205410,10-09-2025,"Namma yatri-Chennai",0,3
205430,08-09-2025,"E Saras",0,2
205431,08-09-2025,"Jindal Steel LTD",0,4
205434,09-09-2025,"E Saras",0,2
205435,09-09-2025,"Jindal Steel LTD",0,4
205438,10-09-2025,"E Saras",0,2
205439,10-09-2025,"Jindal Steel LTD",0,3
205440,10-09-2025,"S C JOHNSON",0,1
205447,08-09-2025,"Amazon - HYD",0,2
205448,09-09-2025,"Amazon - HYD",0,2
205449,10-09-2025,"Amazon - HYD",0,2
217860,10-09-2025,"SBI Card",0,58
217862,10-09-2025,Qurex,0,5
217864,10-09-2025,MOT,0,55
217870,06-09-2025,"Paytm Bank Noida",0,16
217872,07-09-2025,Mpokket,0,176
217874,07-09-2025,"Paytm Bank Noida",0,18
217875,07-09-2025,Unknown,0,1
217878,08-09-2025,"Paytm Bank Noida",0,17
217881,09-09-2025,"Paytm Bank Noida",0,17
217883,10-09-2025,Mpokket,0,1
217885,10-09-2025,"Paytm Bank Noida",0,17
217887,11-09-2025,Mpokket,0,1
217888,11-09-2025,"Muthoot Finance",0,209
224219,11-09-2025,Adani,0,21
224220,11-09-2025,"GoQii-Inbound	",0,4
224221,11-09-2025,GoQii-Outbound,0,1
224222,11-09-2025,"HDFC PERSISTENCY",0,26
224223,11-09-2025,"I-Pru Mumbai ",0,46
224224,11-09-2025,"IDFC Cross Sale",0,192
224225,11-09-2025,"IDFC Digi Sales",0,11
224226,11-09-2025,Jio-Insure,0,18
224227,11-09-2025,"L&T SME",0,5
224228,11-09-2025,"L&T Services-Mumbai",0,30
224229,11-09-2025,MGL,0,22
224230,11-09-2025,"Nayara Mumbai",0,9
224231,11-09-2025,"Yes Bank",0,86
224232,11-09-2025,"DISH TV-OB",0,115
224233,11-09-2025,VD2H-OB,0,37
224234,11-09-2025,BSES-NOIDA,0,6
224235,11-09-2025,PSPCL,0,69
224236,11-09-2025,"DISH IB-HYD",0,2
224237,11-09-2025,VD2H-HYD,0,15
230381,11-09-2025,"MMT FILLER",0,7
230382,11-09-2025,"MMT Flight",0,28
230383,11-09-2025,UNICEF,0,18
230384,11-09-2025,Unknown,0,1
230397,10-09-2025,ZET,0,30
230399,11-09-2025,ZET,0,32
230405,09-09-2025,"Aakash Institue",0,26
230406,10-09-2025,"Aakash Institue",0,24
230407,11-09-2025,"Aakash Institue",0,20
230438,10-09-2025,DIC,0,16
230439,10-09-2025,EDCIL,0,5
230440,10-09-2025,MEITY,0,2
230441,10-09-2025,"Poshan Helpline",0,1
230443,11-09-2025,DIC,0,17
230444,11-09-2025,EDCIL,0,4
230445,11-09-2025,MEITY,0,2
230446,11-09-2025,"Poshan Helpline",0,1
230452,10-09-2025,"Poshan Helpline-Hyd",0,24
230453,11-09-2025,"Poshan Helpline-Hyd",0,22
230455,11-09-2025,"Muthoot Home Loan",0,1
230456,11-09-2025,"Muthoot Insurance",0,2
230457,11-09-2025,Muthoot-LAP,0,9
242896,11-09-2025,"SBI Card",0,55
242897,11-09-2025,"Dish TV-Backend",0,14
242898,11-09-2025,Qurex,0,3
242899,11-09-2025,MOT,0,53
249123,12-09-2025,"MMT FILLER",0,6
249124,12-09-2025,"MMT Flight",0,21
249125,12-09-2025,Mpokket,0,1
249126,12-09-2025,"Muthoot Finance",0,220
